"899","ta abad","till eternity","تا ابد","هميشه واسطے"
"900","ta hayaat","whole life","تا حياة","زندگي نا اٰخر لگ"
"901","taab","power, energy","تاب","طاقة"
"902","tabe'-taabe'een","followers","تابع - تابعين","تباعة كرنار لوگو"
"903","taabe' thawu","to follow","تابع تهاوؤ","پيچهے پيچهے جاوؤ"
"904","taaboot","casket, chest","تابوت","پيتي"
"905","taaj","crown","تاج","بادشاه ماتها پر جه پهنے چهے"
"906","taar","wire","تار","لوكهند نو داگو"
"907","taaraa","star","تارا","رات ما اٰسمان ما جه چمكتا نظر اٰوے چهے"
"908","taazgi","freshness","تازگي","عذوبة"
"909","taaza","fresh","تازه","عذب"
"910","taasu'","ninth day","تاسوع","نو مو دن"
"911","taakeed","stress","تاكيد","كئي وات نے زور دئي نے كروي"
"912","taalaab","pond, pool, reservoir of water","تالاب","حوض"
"913","taalu","lock","تالو","قفل"
"914","taanki","tank","تانكي","اهما پاني نے جمع كرواما اٰوے چهے"
"915","taaeb","repentant","تائب","توبة كرنار"
"916","taeed","help","تائيد","مدد"
"917","taa'seer","impact, influence","تأثير","اثر"
"918","taakheer","delay","تأخير","ديري"
"919","taadeeb","disciplinary action","تأديب","ادب سيكهاوؤ"
"920","taareekh","date/history","تأريخ","معين دن،مهينه انے دن جه ما كوئي واقعة بنو هوئي يا بنےس/ ماضي ني ذكر"
"921","taasees","putting the foundation","تأسيس","پايو ناكهوو"
"922","taaleef","compilation","تأليف-تأليفات","كتابو جه تصنيف كيدي هوئي"
"923","tabaa'at","following","تباعة","نقش قدم پر چلوؤ"
"924","tabattul","supplication, invocation","تبتل","روئي نے دعاء كروؤ"
"925","tabdeel","change","تبديل","بدلوؤ"
"926","tabzeer","wastefulness","تبذير","فضول خرچي كروؤ"
"927","tebr","gold","تبر","سونو"
"928","tabarrokan","for the sake of barakat","تبركاً","بركة ليوا خاطر"
"929","tabassum","smile","تبسم","مسكراوؤ"
"930","tapaas","to find","تپاس كروؤ","كئي چيز نا باره ما معلومات ليوي"
"931","tapakwu","to drip","تپكوؤ","تيپا گروؤ"
"932","tapya","priestly","تپيا","ديندار"
"933","tijaarat","business","تجارة","ويپار"
"934","tajdeed","renew","تجديد","نوو كروؤ"
"935","tajurba-tajaarib","experience/experiment","تجربة-تجارب","خبرة"
"936","tajalli","manifestation","تجلي","جلوه"
"937","tijori","safe","تجوري","اهوؤ خانو جه ما قيمتي چيزو نے حفاظة واسطے موكائي"
"938","taji dewu","to abandon","تجي ديوؤ","موكي ديوؤ"
"939","tehzeer","cautioning, warning","تحذير","دراوؤ، چيتاوؤ"
"940","tehreek","movement","تحريك","هلاوؤ/ كئي چيز ني حركة"
"941","tehseen","appreciation","تحسين","شاباشي اٰپوؤ"
"942","tehseel","obtainment, achievement","تحصيل","حاصل كروؤ"
"943","tehdeed","incitement","تحضيض","شوق بتاوؤ"
"944","tohfah","gift","تحفة","هدية"
"945","tehqeeq","indeed/verification/research","تحقيق","كوئي چيز ني حقيقة طرف پهنچوو"
"946","tehqeeqan","certainly","تحقيقاً","تحقيق نا ساتهے"
"947","tehleel","analysis","تحليل","كوئي چيز نے اهنا عنصر ني طرف رد كروؤ"
"948","tahiyat","salaam, greetings","تحية-تحيات","سلام بولوؤ"
"949","tahiyat ul masjid","2 rakaats prayed when entering masjid","تحية المسجد","مسجد ما داخل تهئي بے ركعة پرهائي ته"
"950","takhat","throne","تخت","كرسي ني شاكلة پر هوئي چهے جه پر وعظ كرنار بيتهي نے وعظ كرے چهے"
"951","takhreej","expounding, illustration","تخريج","نكالوؤ"
"952","takhsees","specialization, assigning something or someone for a certain reason","تخصيص","خاص كروؤ"
"953","takhteet","planning","تخطيط","تياري"
"954","takhalluf","withdraw, recede","تخلف","پاچل هتوؤ"
"955","takhallul kerwu","pick the teeth","تخلل كروؤ","دانت نے صاف كروؤ"
"956","tukhum","seed","تخم","بيج"
"957","takhmeen","estimation","تخمين","كوئي چيز واسطے اندازو كروؤ"
"958","tadaaruk","rectify","تدارك","پرامي ليوؤ"
"959","tadbeer","planning","تدبير","گوتهون"
"960","tadbeer e aakhir","alternate plan","تدبير اٰخر","بيجي گوتهون"
"961","tadqeeq","with thoroughness","تدقيق","باريكي سي"
"962","tadween","notation","تدوين","كتابو نو لكهوؤ"
"963","tizkaar","remembrance, keepsake","تذكار","ياد دهاني"
"964","tazkeer","reminder","تذكير","ياد دلاوؤ/مرد ني مشابهة"
"965","ter thai jaawu","to get wet","تر تهئي جاوؤ","بهينگي تهئي جاوؤ"
"966","turaab","soil","تراب","متّي"
"967","taraazu","scale","ترازو","ميزان"
"968","turbat","soil, ground","تربة","متّي، جگه"
"969","tarbiyat","upbringing","تربية","پرورش كروؤ"
"970","tarat","immediately","ترت","گهنو جلدي"
"971","tarteeb","sequence, order","ترتيب","چيزو نے اهني جگه ما موكوؤ"
"972","tarteel","reciting with intonation","ترتيل","لحن سي قران پرهوؤ"
"973","tarjuma","translation","ترجمة","معنىْ"
"974","tarheeb","welcome","ترحيب","استقبال"
"975","taraswu","to crave, desire intensely","ترسوؤ","شدة سي اميد كروؤ"
"976","tarshul","cross","ترشول","صليب"
"977","targeeb","enticing","ترغيب","شوق دلاوؤ"
"978","taraqqi","advancement","ترقي","اگل ودهوؤ"
"979","tarkaari","something edible","تركاري","جمن نا الوان"
"980","tarakti","a support placed below the thaal to lift it arround a foot or so above the groud","تركضضي","كندهلي"
"981","tarmeem","renovation","ترميم","مرمّة كروؤ، درست كروؤ"
"982","trikon","triangle","تريكون","مثلث"
"983","tazkiyat","cleansing, holliness","تزكية","پاكيزگي"
"984","tazyeen","decoration","تزيين","زينة دار كروؤ"
"985","tasbeeh","praise","تسبيح","سبحان الله كهوؤ"
"986","tasdeed","tawfeeq","تسديد","توفيق"
"987","taskeen","state of giving relief","تسكين","سكون اٰپوؤ"
"988","tasalsul","sequence","تسلسل","سلسلة وار، ايك بعد ايك "
"989","tasalli","consolation","تسلي","سكون، اطمئنان"
"990","tasleem","acceptance","تسليم","قبول كري ليوؤ، تسليم بجاوؤ"
"991","tashabbuh","resembling","تشبه","سركهاپنو، اهني مثل عمل كروؤ"
"992","tashbeeh","comparision/ simile","تشبيه","كوئي بيسري چيز سي سركهاوؤ"
"993","tash-jee'","encouragement","تشجيع","همة اٰپوؤ يا ودهاوؤ"
"994","tash-khees","diagnosis","تشخيص","تپاسوؤ"
"995","tashreef","gracing with a gift","تشريف","اٰقا مولىْ  مؤمن  جه بهي چيز  عناية   كرے"
"996","tashreef laawu","to come","تشريف لاوؤ","پدهاروؤ"
"997","tashyeed","strenghten","تشييد","مضبوط كروؤ"
"998","tasadduk","due to","تصدق","طفيل سي"
"999","tasdeeq","confirmation","تصديق","سچاوؤ"
"1000","tasreehan","openly, clearly","تصريحاً","واضح طور پر"
"1001","tasneef","compilation","تصنيف-تصنيفات","لكهوؤ"
"1002","tasawwur","thought","تصور ليوؤ","دل ما خيال نے نقش كروؤ"
"1003","tasweer","picture","تصوير-تصاوير","جه ما صورة بناواما اٰوي هوئي"
"1004","tada'eef","multiplication","تضاعيف","گونا گون"
"1005","tadar'ro","pleading","تضرع","ابتهال كروؤ"
"1006","tat'heer","purification, cleansing","تطهير","پاكيزگي"
"1007","tatawwo","volunteering","تطوع-تطوعات","نوافل، فريضة انے سنة نا سوىْ"
"1008","taa'ruf","becoming acquainted","تعارف","ايك بيجا ني اولكهان كروؤ"
"1009","ta'aawon","cooperation","تعاون","مدد، ياري"
"1010","ta'ab","fatique","تعب","تهكان"
"1011","ta'biyat","preparation of the army","تعبية","لشكر بندي كروؤ"
"1012","ta'beer","expression, meaning of a dream","تعبير","خيال نے الفاظ ما اداء كروؤ، سپنا ني حقيقة"
"1013","ta'ajjub","amazement, astonishment","تعجب","حيراني"
"1014","ta'daad","count","تعداد","گنتي"
"1015","ta'addi","trespass, to cross the limit","تعدي","ظلم"
"1016","ta'ziyat","condolence","تعزية","صبر بندهاوؤ"
"1017","ta'teel","denial of allah's existance","تعطيل","خدا نا وجود نو انكار كروؤ"
"1018","ta'zeem","ennoblement, glorification","تعظيم","عظمة نو خيال راكهوو"
"1019","ta'leem","education","تعليم","علم ني دراسة"
"1020","ta'meer","construction","تعمير","بناوا نو عمل"
"1021","ta'weez","amulet","تعويذ","حفاظة نا خاطر پهنائي چهے"
"1022","ta'yeen","set, designation, specification","تعيين","معيَّن كروؤ"
"1023","tagaiyur aawu","change","تغير اٰوؤ","بدلاؤ اٰوؤ"
"1024","tagyeer","change, alteration","تغيير","هيرپهيركروؤ"
"1025","tuffah","apple","تفاح","سيب"
"1026","tafaadi","to sacrifice","تفادي","فداء تهاوؤ"
"1027","tafreeh","recreation","تفريح","فرحة واسطے نكلوؤ"
"1028","tafreeq","dispersing, separation","تفريق","چُهتا پاروؤ"
"1029","tafseer","explanation","تفسير","شرح، سمجهائش، وضاحة"
"1030","tafseel","elaboration, detailing","تفصيل","بسطة سي بيان كروؤ"
"1031","tafaddul","favor","تفضل","احسان كروؤ"
"1032","tafdeel","excellence, pre-eminence","تفضيل","بيسرا كرتا زيادة فضل هوؤ"
"1033","tafaqqud","survey, perambulate","تفقد","تپاس"
"1034","tafakkur","contemplation","تفكر","وچار كروؤ"
"1035","tafkeer","thinking","تفكير","خيال"
"1036","tafweez","delegation","تفويض","سونپوؤ"
"1037","taqaza","requirement, natural tendencies","تقاضه","مطلوب، فطرتي طور پر جه ني توقع كرواما اٰوے"
"1038","taqbeel","kissing","تقبيل","چوموؤ"
"1039","taqdees","sanctification","تقديس كروؤ","الله نے مقدس كروؤ"
"1040","taqarrub","to seek the nearness, the act of endearing","تقرب","نزديكي حاصل كروؤ"
"1041","taqreeban","almost","تقريباً","قريب قريب"
"1042","taqreer","speech","تقرير","بيان"
"1043","taqseem","dividing, allotment","تقسيم","حصه كروؤ"
"1044","taqseer","shortening","تقصير","قصور، خطاء"
"1045","taqwa","fear of allah","تقوىْ","خدا نو در"
"1046","taqi-atqeya","pious","تقي-اتقياء","تقوىْ راكهنار"
"1047","taqiyat","concealing of one’s beliefs due to forcible restraints or threat of physical or mental injury","تقية","ضرر نا خوف سي پوتانا عقيدة نے چهپاوؤ"
"1048","takbeer","exclaiming  allah o akbar","تكبير","الله اكبر كهوؤ"
"1049","takbira","exclaimation of  allah o akbar","تكبيرة","الله اكبر ني نداء"
"1050","takzeeb","giving the lie to (someone or something)","تكذيب","جهتلاوؤ"
"1051","tukri","a band, troop; a division or corps (of an army)","تكرٌي","لشكر نو ايك حصه"
"1052","tukra tukra kerwu","to break into pieces","تكرا تكرا كروؤ","توري نے تكرا كري ديوؤ"
"1053","takraawu","to collide","تكراوؤ","ايك چيز بيسري چيز ساتهے اتهرائي جائي"
"1054","takrao","conflict, confrontation","تكراؤ","عداوة"
"1055","tukro-tukrao","piece-pieces","تكرو-تكراؤ","حصه"
"1056","takreem","honoring","تكريم","كرامة اٰپوو"
"1057","takalluf","artificiality, acting or behaving unnaturally, formality","تكلف","شرماوؤ"
"1058","takleef","inconvenience, problem","تكليف","ايذاء"
"1059","takmeel","completion, bringing to perfection","تكميل","تمامية"
"1060","takween","creation","تكوين","پيدائش"
"1061","takya","support, reliance/pillow","تكيه","سهارو/ كپرا نو تهيلو جه ما روئي يا كوئي نرم مادة بهروا ما اٰوے چهے تا كه ماتها يا جسم نے اهني طرف مائل كري اٰرام ليوائي"
"1062","talaash","search","تلاش","دهوندوؤ"
"1063","talaatum","rough sea","تلاطم","طوفان، دريا نو موجزن هوؤ"
"1064","tilawat","recite","تلاوة","پرهوؤ"
"1065","talbiyat","exclaimation of  labaik allahumma labaik...","تلبية","لبيك اللهم لبيك پرهوؤ"
"1066","talaffuz","pronunciation","تلفظ","لفظ ني ادائيگي"
"1067","talaqqi","to receive with acceptance","تلقي","ليوؤ"
"1068","talqeen","prompting","تلقين","ياد دلاوؤ"
"1069","talwaar","sword","تلوار","سيف"
"1070","tulwu","to engage in something very deeply or passionately","تلوؤ","كئي چيز كرواپر دل و جان سي لاگي جاوؤ، بضد تهاوؤ"
"1071","tamaku","tobacco","تماكو","ايك قسم نو نشه چهے"
"1072","tamaam","all, complete","تمام","مكمل"
"1073","tamamiyat","completeness","تمامية","تكميل"
"1074","tamhees","purification, cleansing","تمحيص","مانجي ناكهوؤ"
"1075","tamer","date","تمر","كهجور"
"1076","tamarrud kerwu","revolt against","تمرد كروؤ","چرهي نے اٰوؤ"
"1077","tamreen","practice","تمرين","دهراؤ"
"1078","tamassuk","hold on to, adhere to","تمسك","ولگوؤ"
"1079","tamalluq","flatter, sweet-talk","تملق","ميتهي بناوتي وات كروؤ"
"1080","tamanna","wish","تمنىْ","اميد"
"1081","tamheed","preface/ planning","تمهيد","تياري/ مقدمة ني عبارة"
"1082","tameez","manners","تميز","ادب"
"1083","tamein","you","تميں","اٰپ، تو"
"1084","tamyeez","differenciation","تمييز","جدا پنو"
"1085","tanaafus","competition","تنافس","پراپري كروؤ"
"1086","tanawul","to eat","تناول كروؤ","جموؤ"
"1087","tanbeeh","warning, alerting","تنبيه كروؤ","چيتاوؤ، خبردار كروؤ"
"1088","tandrust","healthy","تندرست","صحة مند"
"1089","tanzeel","quran majeed","تنزيل","قران مجيد"
"1090","tanazzuf","cleanliness","تنظف","نظافة، صفائي"
"1091","tanzeem","organization","تنظيم","نظام كروؤ"
"1092","tang","narrow, tight","تنگ","سانكري"
"1093","tangdast","poor","تنگدست","غريب"
"1094","tangi","desolation","تنگي","غربة"
"1095","tanmiyat","enhancement, development","تنمية","ودهوؤ"
"1096","tanha","alone","تنها","اكيلا"
"1097","thaat","life of luxury","تهات","عيش و اٰرام"
"1098","thaapan","collateral","تهاپن","رهن"
"1099","thaapan","mortgage","تهاپن","رهن"
"1100","thaak","tiredness, fatigue","تهاك","كام كروا بعد قوة يا نشاط نو كم تهائي ته"
"1101","thaaki jawu","to get tired","تهاكي جاوؤ","كام كروا بعد قوة يا نشاط نو كم تهاوؤ"
"1102","thaal","big round plate","تهال","جه نا پر جمن جمائي چهے"
"1103","thaami lewu","to hold","تهامي ليوؤ","پكري ليوؤ"
"1104","tehzeeb","refinement/culture","تهذيب","اداب، ثقافة"
"1105","therthari jaawu","to shake or tremble","تهرتهري جاوؤ","درجي جاوؤ"
"1106","theri jaawu","to hold","تهري جاوؤ","روكي جاوؤ"
"1107","thakaan","tiredness, fatigue","تهكان","كام كروا بعد قوة يا نشاط نو كم تهائي ته"
"1108","thakraani","princess, daughter","تهكراني","شهزادي"
"1109","thaki","from","تهكي","سي"
"1110","thamb","pillar","تهمب","تهمبو"
"1111","tohmat","accusation","تهمة","الزام"
"1112","thamelu","still, not moving","تهميلو","روكيلو"
"1113","thandak","cold","تهندك","تهندي"
"1114","thandu","cold","تهندو","گرم نو عكس"
"1115","thandi","winter","تهندي","شتاء، سيالو"
"1116","tehniyat","congratulation","تهنية","مباركبادي"
"1117","thora","few","تهورا","چند"
"1118","thoker","stumble","تهوكر","عثرة، زلة"
"1119","thookwu","to knock","تهوكوؤ","كهتكهتاوؤ"
"1120","thukwu","to spit","تهوكوؤ","تهوك نے منهـ سي پهينكوؤ"
"1121","thejelu","semi solid","تهيجيلو","جمبائيلو"
"1122","thairwu","to wait/to stay","تهيروؤ","ركوؤ، اتروؤ"
"1123","theek","ok","تهيك","برابر"
"1124","theli","bag","تهيلي","كيس"
"1125","tahaafut","rush, throng","تهافت","پراپري، ازدحام"
"1126","tehleel","to pray la ilaha illallah","تهليل","لا اله الا الله پرهوؤ"
"1127","tohmat","accusation","تهمة","الزام"
"1128","tahaiyo","readiness","تهيّؤ","تياري"
"1129","tawaabeen","repentors","توابين","توبة كرناراؤ"
"1130","tawazo","modesty, humility","تواضع","نمنتائي"
"1131","tuwaal","towel","توال","جذب كروا والو كپرٌو جه نے بهنيگي چيز نے لوچوا يا پوچوا ما كام ليوائي"
"1132","tawba","repentance","توبة","استغفار"
"1133","tawbeekh","scolding, rebuke","توبيخ كروؤ","دانتوؤ"
"1134","tootwu","break","توتوؤ","تكرا تكرا تهاوؤ"
"1135","toup","cannon","توپ","جنگ نو ايك اٰلة چهے"
"1136","topi","hat","توپي","ماتهو دهانكوا   واسطے پهنائي چهے"
"1137","tawajjoh","attention, focus","توجه","رُخ كروؤ"
"1138","tawjeeh-tawjeehaat","guidance, direction","توجيه-توجيهات","ارشاد"
"1139","torwu","to break","توروؤ","كئي چيز نا تكرا تكرا كري ديوؤ"
"1140","tawassul","supplication to allah through the means of awliya ul allah","توسل","وسيلة"
"1141","tawsee'","expansion","توسيع","كشاده كروؤ"
"1142","towshoh","provision","توشه","سامان"
"1143","tawfeeq","tawfeeq","توفيق","جه مؤمن  نے  مولىْ ط ع طرف سي مدد اٰوے"
"1144","tawqeer","respect, reverence","توقير","وقار اٰپوؤ"
"1145","tokri","basket","توكري","واسن جه نے پته يا پتلي لاكري سي گونتهوا ما اٰيو هوئي، كوئي بهي چيز جه ديكهوا ما توكرٌي ني مثل هوئي انے اهنا كام ما ليواتو هوئي"
"1146","tawakkul","trust with complete confidence","توكل","بهروسه"
"1147","tawalli kerwu","assume responsibility","تولي كروؤ","لئي اوتهوؤ"
"1148","tipo-tipa/tipao","drop-drops","تيپو-تيپا/تيپاؤ","قطرة"
"1149","teerwu","to swim","تيروؤ","پاني ما هاتهـ انے پاؤں ني حركة كري سطح پر رهوؤ"
"1150","taiz","fast","تيز","جه ني رفتار زيادة هوئي"
"1151","teiz raftaar","fast speed","تيز رفتار","جه ني رفتار زيادة هوئي"
"1152","taiz nigah","sharp look","تيز نگاه","غصه ني نظر"
"1153","tayammonan","with the niyat of assimilating barakat","تيمّناً","بركة ليتا هوا"
"1154","tayammum","the act of getting paak through use of sand instead of water","تيمم","متّي سي پاك تهاوؤ"
"1155","taink","ego","تينك","حمية"
"1156","tewaare","at that time","تيوارے","ته وقت ما"
"1157","thabit","steadfast, immovable/proven","ثابت","مضبوط/ جه وات نو كوئي انكار نه كرے"
"1158","thara","earth","ثرىْ","زمين"
"1159","thuraiyya","name of a star","ثريا","تارا نو نام چهے"
"1160","thareed","a type of sweet dish","ثريد","مليده"
"1161","thaqaafat","culture","ثقافة","تهذيب"
"1162","theqat","trust/reliable","ثقة","بهروسه/بهروسه مند لوگ"
"1163","theqal","weight","ثقل","وزن"
"1164","thaqeel","heavy","ثقيل","وزندار"
"1165","tholotha","tuesday","ثلثاء","منگلوار نو دن"
"1166","thamar","fruit","ثمر/ ثمرة-ثمار","پهل-پهلو"
"1167","thanaa","praise","ثناء","وكهان"
"1168","thawaab","reward","ثواب","خير ني جزاء"
"1169","jabaja","everywhere","جابجا","هر جگه"
"1170","jahid-jahood,jaahedeen","disbeliever, denier","جاحد-جَحود،جاحدين","انكار كرنار"
"1171","jaadu","magic","جادو","سحر"
"1172","jaadugar","magician","جادوگر","جادو كرنار شخص"
"1173","jaar","neighbor","جار","پروسي"
"1174","jaari","thick","جارٌي","موتي"
"1175","jaari","flowing, ongoing","جاري","جه نو اٰوؤ بند نه تهائي"
"1176","jaariyat","female servant","جارية","لوندي"
"1177","jaariya saariya","ongoing, continuously","جارية سارية","مسلسل"
"1178","jaazam","sheet of cloth","جازم","بچهونو"
"1179","jaasus","spy(noun)","جاسوس","وه شخص جه چهپي نے بيسرا شخص نا باره ما معلومات جمع كرے"
"1180","jaasusi","spy(verb)","جاسوسي","مخفي ما كوئي نے تابع تهاوؤ يا اهنا عملو پر نظر راكهوؤ"
"1181","jaagwu","stay awake","جاگوؤ","بيدار رهوؤ"
"1182","jaagir","possession","جاگير","ملكة"
"1183","jaal","trap","جال","حبالة"
"1184","jaalwu","to take care of, to guard from harm","جالوؤ","سنبهالوؤ"
"1185","jaam","drink","جام","گهونت"
"1186","jaame'","comprising, encircling/gatherer","جامع","جه جمع كرے/ يا جه ما سگلي چيزو جمع هوئي"
"1187","jaame' masjid","a spacious masjid built especially for friday grand congregation","جامع مسجد","مهوتي مسجد"
"1188","jaan-jaano","soul","جان-جانو","نفس"
"1189","jaanib-jawanib","direction, side","جانب-جوانب","طرف"
"1190","jaanjwo","mirage","جانجوو","پاني ني مثل نظر اٰوے مگر  پاني نه هوئي"
"1191","jaandaar","living","جاندار","جه زنده هوئي"
"1192","jaansoz","trustworthy","جانسوز","بهروسه مند"
"1193","jaanesheen","successor","جانشين","جگه پر بيتهنار، وارث"
"1194","jaanfeshani","zeast","جانفشاني","جان نے خرچوؤ"
"1195","jaanwar","animal","جانور","حيوان"
"1196","jaanwu","to know","جانوؤ","كئي چيز ني معلومات حاصل كروؤ"
"1197","jaani joi ne","intentionally","جاني جوئي نے","سمجهي بوجهي نے"
"1198","jaahil","illiterate, ignorant","جاهل","جه نا نزديك علم نه هوئي"
"1199","jaahiliyat","period before islam","جاهلية","اسلام نا پهلا نو زمانو"
"1200","jaawetri","mace","جاوتري","اكثر مصالحه ما استعمال تهائي چهے، اهنو كهاوؤ حرام چهے"
"1201","jaawedaani","eternal","جاوداني","جه هميشه واسطے هوئي"
"1202","jaawu","to go","جاوؤ","ذهاب، اٰوا نو ضد"
"1203","jaaiz","permissible","جائز","جه عمل كري سكائي"
"1204","jaaifal","nutmeg","جائفل","اكثر مصالحه ما استعمال تهائي چهے، اهنو كهاوؤ حرام چهے"
"1205","jabran","forcefully","جبراً","زبردستي"
"1206","jabr kerwu","to fix/oppress","جبركروؤ","جوروؤ/ ظلم كروؤ"
"1207","jibraeel","the leader of the malaaekat","جبرئيل","ملائكة نا سردار"
"1208","jabhat","forehead","جبهة","پيشاني"
"1209","jabal-jibaal","mountain","جبل-جبال","پهار"
"1210","jibillat","nature","جبلة","عادة"
"1211","jitnu","as much","جتنو","جه بني سكے اتنو"
"1212","jussat","body","جثة","جسم"
"1213","japwu","to chant","جپوؤ","تسبيح كروؤ"
"1214","juhood","disbelieve, negation","جحود","انكار"
"1215","jad","grandfather","جد","دادا/نانا"
"1216","jad e amjad","forefathers/grandfather","جد امجد","دادا صاحب"
"1217","jid o johod","endeavor","جد و جهد","محنة"
"1218","judaa","different/separate","جدا","الگ"
"1219","jadeed","new","جديد","نوا"
"1220","juzaam","leprosy","جذام","ايك قسم ني بيماري چهے"
"1221","jazba, jazbo","zeal","جذبه","جوش"
"1222","jer","root","جر","اصل"
"1223","jur'at","dare","جرأة","تعدي كروؤ"
"1224","jirjir ni bhaaji","watercrest","جرجير ني بهاجي","ايك قسم ني بهاجي چهے جه نو كهاوؤ حرام چهے"
"1225","juz","part","جزء","حصّه"
"1226","jaza","reward","جزاء","بدلو"
"1227","jaza' faza'","to be impatient and anxious","جزع فزع كروؤ","كالا والا كروؤ"
"1228","jazirah","island/region","جزيرة","دنيا ني زمين نو ايك حصه"
"1229","jazeel","profound","جزيل","مهوتي"
"1230","justaju","curiosity","جستجو","شوق، تمنىْ"
"1231","jasad","body","جسد-اجساد","جسم"
"1232","jism","body","جسم-اجسام","جسم"
"1233","jismaaniyat","physical state","جسمانية","جسماني حيثية سي"
"1234","jaseem","bulky/overwieght","جسيم","جه نو جسم بهاري هوئي"
"1235","jashan","celebration","جشن","خوشي مناوؤ"
"1236","jaha","where","جهاں","جه جگه"
"1237","jahaan","world","جهان","عالم"
"1238","johod","effort","جهد","كوشش"
"1239","jahran","loudly","جهراً","زور سي"
"1240","jahwari","loud voice","جهوري","مهوتو اٰواز"
"1241","jograafi","geography","جغرافي","جغرافية نو علم"
"1242","jafaa","injustice","جفاء","ظلم"
"1243","jugaar","gambling","جگار","ميسر"
"1244","jagat","world","جگت","دنيا"
"1245","jigar gosha","piece of the heart","جگر گوشه","كليجة نا تكرا"
"1246","jigri doost","very close friend","جگري دوست","خاص دوست، جه گهنا قريب نا دوست هوئي"
"1247","jagah","place","جگه","موضع"
"1248","jilaa","clarity","جلاء","روشني"
"1249","jallaad","executionor","جلاد","جه سزا نے نافذ كرے"
"1250","jalaal","lordliness, magnificence","جلال","عظمة، هيبة"
"1251","jald az jald","as soon as possible","جلد از جلد","جتنو جلدي بني سكے"
"1252","jaldi","quickly","جلدي","شتابي"
"1253","jalan","exasperation, annoyance","جلن","كئي وات  يا چيزنه پسند اٰوا نا سبب دل ما جه تكليف تهائي"
"1254","jalwo","mafestation","جلوه","ديكهاؤ"
"1255","jalwa afroz","to manifest","جلوه افروز تهاوؤ","ظاهر تهاوؤ"
"1256","jalwa gar","to manifest","جلوه گر تهاوؤ","ظاهر تهاوؤ"
"1257","jalwa numa","to manifest","جلوه نما تهاوؤ","ظاهر تهاوؤ"
"1258","jalwu","to burn","جلوؤ","كئي چيز نو گرم تهاوا سبب سي يا اٰگ سي بلوؤ"
"1259","jali","clear, obvious","جلي","روشن، جه واضح هوئي"
"1260","jalil","great, dignified","جليل","جه گهنو عظيم هوئي، جلالة والو"
"1261","jamaadil ukhra","the 6th month of the islamic calendar","جمادى الاخرْى","ورس نو چهتو مهينه"
"1262","jamaadil ulaa","the 5th month of the year of islamic calendar","جمادى الاولىْ","ورس نو پانچمو مهينه"
"1263","jamaarwu","to serve, to feed","جماروؤ","بيسرا نے جمن كهلاوؤ"
"1264","jima'","intercourse","جماع","مرد بئيرو نو قريب تهاوؤ"
"1265","jamaa'at","congregation, group","جماعة","ايك كرتا زيادة اشخاص كوئي وات پر يا كوئي جگه  جمع تهائي"
"1266","jamaal","beauty","جمال","خوبصورتي"
"1267","jamaai","son in law","جمائي","دكري نا شوهر"
"1268","jambaawu","to make something firm or solid/to put ideas or thoughts in particular order","جمباوؤ","فكرة نے محكم كروؤ/صلابة لاوؤ"
"1269","jumbish","movement","جمبش","هلاوؤ، حركة ما لاوؤ"
"1270","jamhuriat","democracy","جمهورية","جمهوري نظام"
"1271","jama'","pural","جمع","ايك كرتا زيادة"
"1272","jama' kerwu","gather","جمع كروؤ","ايكهتا كروؤ"
"1273","jumo'a","friday","جمعة","جمعة نو دن"
"1274","jumeraat","thursday","جمعرات","جمعرات نو دن"
"1275","jumla","sentence/total","جملة","كل/ ايك يا اهنا كرتا الفاظ ، جه نے ملاوا سي معنىْ اداء تهائي"
"1276","jaman","food","جمن","خدا نورزق"
"1277","jamna","right","جمنا","يمين"
"1278","jamwu","eat","جموؤ","جمن تناول كروؤ"
"1279","jameel","beautiful","جميل","خوبصورة"
"1280","jin-jinnaat","jinn","جن-جنات","جن"
"1281","jana","gave birth","جنا","پيدا كيدا"
"1282","janaab","presence","جناب","حضرة"
"1283","janaabat","a state of ritual impurity caused by copulation","جنابة","نا پاكي ني حالة جه بئيرو سي قريب تهاوا نا سبب اٰوے"
"1284","janaaza","funeral","جنازه","ميت نے اتهاوي  نے جيوارے قبر ني طرف  لئي جاواما اٰوے"
"1285","janawu","to inform","جناوؤ","خبر كروؤ"
"1286","junnat","shield","جنة","دهال"
"1287","jannat","heavan","جنة-جنات","خلد"
"1288","jang","battle","جنگ","لرائي، قتال"
"1289","janam","birth","جنم","پيدائش"
"1290","junub","south","جنوب","جانب جه شمال نا مقابلة پر چهے"
"1291","janwu","to give birth","جنوؤ","پيدا كروؤ، جنين نے رحم سي باهر نكالوا نو عمل"
"1292","janeen","fetus","جنين","ماں نا رحم ما جه بچه بنے ته"
"1293","je","that","جه","وه"
"1294","jihaad","jihad","جهاد","اسلام  نو  ساتمو  دعامة"
"1295","jhaar","tree","جهارٌ","درخت"
"1296","jhaaru","broom","جهارو","وه اٰلة جه نا سي فرش نو كچره صاف كرائي"
"1297","jahaalat","ignorance","جهالة","علم نو نه هوؤ"
"1298","jhaang","thigh","جهانگ","پاؤں ما گهتنا نا اُوپر نو حصه"
"1299","jhaankwu","to peek","جهانكوؤ","ناهنا باكه ما سي يا مخفي جگه ما سي  نظر كروؤ"
"1300","jhablo","a type of dress usually weard by girls before misaaq","جهبلو","دكريو نو لباس"
"1301","jehat","from","جهة","طرف"
